Name,Year,Sex,Sire,Dam,Trainer,"Flat rating","Diff Flat","Flat Clltrl","AWT rating","Diff AWT","AWT Clltrl","Chase rating","Diff Chase","Chase Clltrl","Hurdle rating","Diff Hurdle","Hurdle Clltrl"
"KNOWN WARRIOR (FR)",2020,GELDING,"KARAKTAR (IRE)","BURMA (FR)","Richard Bandey",,,,,,,99,,,,,
"KOALA ROSE (IRE)",2023,FILLY,"AUSTRALIA (GB)","SUMMER SURPRICE (FR)","Ralph Beckett",77,,,,,,,,,,,
"KOAPEY (FR)",2020,GELDING,"MANATEE (GB)","VISTA PALMA (FR)",,,,,,,,110,,,,,
"KOCHELLA (IRE)",2024,FILLY,"KODIAC (GB)","BEYCHELLA (USA)","Henry Dwyer",64,,,,,,,,,,,
"KOCKTAIL BLEU (FR)",2020,GELDING,"MAGNETICJIM (IRE)","TUNIQUE BLEUE (FR)","Chris Gordon",,,,,,,,,,125,,
"KODE GREY (IRE)",2023,GELDING,"KODI BEAR (IRE)","ALAMORA (GB)","Tim Easterby",48,,,,,,,,,,,
"KODEBREAKER (IRE)",2019,GELDING,"KODI BEAR (IRE)","COACHHOUSE LADY (USA)",,46,,,,,,,,,,,
"KODI BEAR LIGHT (IRE)",2024,FILLY,"KODI BEAR (IRE)","LIGHT GLASS (IRE)","K. R. Burke",79,+2,,,,,,,,,,
"KODI FIRE (IRE)",2022,GELDING,"KODI BEAR (IRE)","EMILANDRA (IRE)","Charles Hills",75,,,,,,,,,,,
"KODI K (IRE)",2023,GELDING,"KODI BEAR (IRE)","PARK GLEN (IRE)","John Gallagher",45,,,,,,,,,,,
"KODI LION (IRE)",2021,GELDING,"KODI BEAR (IRE)","MOULANE LADY (IRE)","Michael Appleby",84,,,,,,,,,,,
"KODIAC THRILLER (IRE)",2021,GELDING,"KODIAC (GB)","STAGE NAME (GB)","Mark Walford",84,,,,,,,,,,,
"KODIAK BREEZE (IRE)",2024,GELDING,"KODI BEAR (IRE)","CARYATID (GB)","Kevin Ryan",78,,,,,,,,,,,
"KODICALL (IRE)",2023,GELDING,"SOLDIER'S CALL (GB)","KODICAT (IRE)","J. S. Moore",59,new,,,,,,,,,,
"KODY B (IRE)",2023,COLT,"DARK ANGEL (IRE)","KODINAR (GB)","Craig Lidster",73,,,,,,,,,,,
"KOENIGSSTERN (IRE)",2017,GELDING,"ANJAAL (GB)","TREBLES (IRE)","Nick Gifford",,,,,,,103,,,,,
"KOFFEE AND KALE (GB)",2023,GELDING,"ARDAD (IRE)","MARA GREY (IRE)","Michael Bell",61,-2,,,,,,,,,,
"KOGE (GB)",2022,GELDING,"NEW BAY (GB)","PERMISSION (GB)",,47,,,,,,,,,,,
"KOHANA NATION (IRE)",2023,COLT,"SIOUX NATION (USA)","PEACHY PRINCESS (IRE)","Charles Hills",78,,,,,,,,,,,
"KOJI (IRE)",2021,FILLY,"KODIAC (GB)","YADDO (GB)",,50,,,,,,,,,,,
"KOKANEE (IRE)",2022,GELDING,"KAMEKO (USA)","STROLL PATROL (GB)","Ed Dunlop",79,,,,,,,,,,,
"KOKBASTAU (GB)",2023,COLT,"WOOTTON BASSETT (GB)","ROSES ARE RED (IRE)","Roger Varian",102,+14,,,,,,,,,,
"KOKO BLUE (GB)",2022,FILLY,"KAMEKO (USA)","KATALEA (GB)","Tom Clover",52,,,,,,,,,,,
"KOKOLUNA (GB)",2023,FILLY,"ULYSSES (IRE)","LUNA MISSION (IRE)","Eve Johnson Houghton",72,,,,,,,,,,,
"KOKUSHOKU (IRE)",2023,GELDING,"DARK ANGEL (IRE)","COLOUR OF LIGHT (IRE)",,63,,,,,,,,,,,
"KOLKATA KNIGHT (IRE)",2023,GELDING,"COTAI GLORY (GB)","GIN AND SLIM (IRE)","Tom Dascombe",78,-2,,,,,,,,,,
"KOLSAI (GB)",2020,GELDING,"OASIS DREAM (GB)","FIZZI TOP (GB)",,74,,,,,,,,,,,
"KOM TU VOUDRAS (FR)",2020,FILLY,"MARTINBOROUGH (JPN)","MOUSSE DES BOIS (FR)","Faye Bramley",,,,,,,,,,109,,
"KOMODO ROSE (GB)",2023,FILLY,"ARDAD (IRE)","LADY GRACE (IRE)",,55,,,,,,,,,,,
"KOMORKIS (IRE)",2022,FILLY,"COTAI GLORY (GB)","STARLIGHT DANCE (IRE)","Lawrence Mullaney",64,,,,,,,,,,,
"KON TIKI (GB)",2022,FILLY,"NIGHT OF THUNDER (IRE)","MAID UP (GB)","Jane Chapple-Hyam",108,,,,,,,,,,,
"KONDRATIEV WAVE (IRE)",2017,GELDING,"DRAGON PULSE (IRE)","RIGHT REASON (IRE)","Tony Carroll",55,,,,,,,,,,,
"KONFUSION (GB)",2018,GELDING,"SCHIAPARELLI (GER)","TAHIRA (GER)","Joel Parkinson & Sue Smith",,,,,,,145,,,,,
"KOODINI (IRE)",2024,COLT,"KODI BEAR (IRE)","MAGICAL DREAMER (IRE)","Hugo Palmer",74,,,,,,,,,,,
"KOOL KID (GB)",2020,GELDING,"KOOL KOMPANY (IRE)","SILVER LINK (IRE)","Joe Tizzard",,,,,,,113,,,113,,
"KOOL RAOUL (FR)",2020,GELDING,"GREAT PRETENDER (IRE)","DOUMA DESBOIS (FR)","Lucinda Russell & Michael Scudamore",,,,,,,,,,101,,
"KOPA KILANA (IRE)",2017,GELDING,"MILAN (GB)","KOPHINOU (FR)",,,,,,,,,,,79,,
"KORBUT (GB)",2023,FILLY,"STUDY OF MAN (IRE)","FROLOVA (GB)","Sir Mark Prescott Bt",73,,,,,,,,,,,
"KORKER (IRE)",2019,GELDING,"DANDY MAN (IRE)","ADAPTATION (GB)","K. R. Burke",87,,,,,,,,,,,
"KORROOR (IRE)",2021,GELDING,"KODIAC (GB)","REKDHAT (IRE)","Helen Cuthbert",45,,,47,,,,,,,,
"KOSASIEMPRE (FR)",2018,FILLY,"MASKED MARVEL (GB)","COSAVITA (FR)","Stuart Edmunds",,,,,,,110,,,107,,
"KOSOMETSUKE (GB)",2022,GELDING,"KODIAC (GB)","INVITATIONAL (GB)","Michael Dods",82,,,,,,,,,,,
"KOTARI (FR)",2019,GELDING,"NATHANIEL (IRE)","KOTAMA (FR)","Gary & Josh Moore",62,,,,,,,,,91,,
"KOTGAR (IRE)",2021,GELDING,"WOOTTON BASSETT (GB)","KOTAMA (FR)","Mrs C. Williams",,,,,,,,,,73,,
"KOTMASK (FR)",2018,GELDING,"MASKED MARVEL (GB)","KOTKILINE (FR)","Gary & Josh Moore",,,,,,,127,,,,,
"KOTTAYAM (FR)",2020,FILLY,"MANATEE (GB)","UBRISKA (FR)","Dave Roberts",,,,,,,,,,84,,
"KOUKEO (FR)",2020,GELDING,"KAPGARDE (FR)","KARIKALE (FR)","Jonjo & A.J. O'Neill",,,,,,,119,,,,,
"KRAK (FR)",2020,GELDING,"MUHTATHIR (GB)","BUTTERCUP (FR)","Dan Skelton",,,,,,,116,,,121,,
"KRIPTICJIM (FR)",2020,GELDING,"MAGNETICJIM (IRE)","TERSINA (FR)","Joe Tizzard",,,,,,,,,,136,,
"KRISSY (IRE)",2021,FILLY,"CALYX (GB)","ADVERTISING SPACE (IRE)","Jim Goldie",73,,,,,,,,,,,
"KRUGER PARK (FR)",2018,GELDING,"KAPGARDE (FR)","FLEUR DE SEL DE RE (FR)",,,,,,,,,,,118,,
"KUDOS TOO (GB)",2023,GELDING,"ACLAIM (IRE)","SPECIFIC DREAM (GB)","William Muir & Chris Grassick",77,,,,,,,,,,,
"KUIAMA (IRE)",2023,FILLY,"SPACE BLUES (IRE)","LOOKS A MILLION (GB)",,50,,,,,,,,,,,
"KULLAZAIN (GB)",2022,GELDING,"HELLO YOUMZAIN (FR)","DREAM DREAMER (GB)","James Tate",86,,,,,,,,,,,
"KUPKA VALLIS (FR)",2020,FILLY,"SAINT DES SAINTS (FR)","QUORA VALLIS (FR)","Clive Boultbee-Brooks",,,,,,,,,,88,,
"KUREDU KING (IRE)",2022,GELDING,"CHURCHILL (IRE)","ORCIA (IRE)","Donald McCain",78,,,,,,,,,,,
"KURIOS LADY (GB)",2022,FILLY,"SERGEI PROKOFIEV (CAN)","KURIOSA (IRE)","Michael Madgwick",64,-2,,,,,,,,,,
"KWIDSIN (GB)",2023,GELDING,"UBETTABELIEVEIT (IRE)","GROUPIE (GB)","Grant Tuer",52,,,,,,,,,,,
"KYBER CRYSTAL (IRE)",2019,FILLY,"EL KABEIR (USA)","LAPIS BLUE (IRE)","Rebecca Menzies",49,,,,,,,,,,,
"KYKOROCK (FR)",2020,GELDING,"BALLINGARRY (IRE)","BAROCK BRUERE (FR)","Dan Skelton",,,,,,,117,,,,,
"KYLENOE DANCER (GB)",2018,FILLY,"NORSE DANCER (IRE)","KYLENOE FAIRY (IRE)","Kim Bailey & Mat Nicholls",,,,,,,,,,80,,
"KYLIAN (IRE)",2021,GELDING,"INVINCIBLE SPIRIT (IRE)","HIKMAA (IRE)","Robert Cowell",90,,,,,,,,,,,
"KYNTARA (GB)",2016,GELDING,"KAYF TARA (GB)","SPEED BONNIE BOAT (GB)",,,,,,,,,,,118,,
"KYOTO (IRE)",2022,GELDING,"INNS OF COURT (IRE)","HANALEI MEMORIES (USA)","Mike Murphy",56,,,,,,,,,,,
"L'AIR DU LARGE (FR)",2021,GELDING,"NO RISK AT ALL (FR)","FILLE DU LARGE (FR)",,,,,,,,,,,76,,
"L'ALLIER (FR)",2019,GELDING,"BALKO (FR)","LA ROMANEE (FR)","Steph Cameron",,,,,,,,,,83,,
"L'AMALRIC (FR)",2021,GELDING,"MUHTATHIR (GB)","RICA DE THAIX (FR)","Olly Murphy",,,,,,,,,,114,,
"L'EAGLE AID (IRE)",2021,GELDING,"FREE EAGLE (IRE)","ACRES OF DIAMONDS (IRE)","Charlie Johnston",72,,,,,,,,,,,
"L'EAU DU SUD (FR)",2018,GELDING,"LORD DU SUD (FR)","EAUX FORTES (FR)","Dan Skelton",,,,,,,162,,,,,
"L'EMPIRE VERT (FR)",2020,GELDING,"BLUE BRESIL (FR)","FEMME EN OR (FR)","Sheila Lewis",,,,,,,97,,,90,,
"L'HOMME PRESSE (FR)",2015,GELDING,"DIAMOND BOY (FR)","ROMANCE TURGOT (FR)","Venetia Williams",,,,,,,162,,,,,
"LA BELLE ARGENTEE (FR)",2021,FILLY,"KAPGARDE (FR)","CRY FOR YOU (FR)",,,,,,,,,,,88,,
"LA BELLE FOREST (IRE)",2023,FILLY,"MEHMAS (IRE)","HARD FOREST (IRE)","Archie Watson",65,,,,,,,,,,,
"LA BOTTE (GB)",2022,COLT,"TOO DARN HOT (GB)","PANMOLLE (GB)",,100,,,,,,,,,,,
"LA BRODEUSE (GB)",2022,FILLY,"NIGHT OF THUNDER (IRE)","BRODERIE (GB)","Kevin Ryan",99,,,,,,,,,,,
"LA CADALORA (GB)",2021,FILLY,"NATHANIEL (IRE)","ROYAL EMPRESS (IRE)","Harry Fry",,,,,,,,,,109,,
"LA CANTATE (FR)",2021,FILLY,"NO RISK AT ALL (FR)","SIMILARESISOLDOFA (FR)","Robbie Llewellyn",,,,,,,,,,83,,
"LA CONQUIERE (FR)",2019,FILLY,"LE HAVRE (IRE)","MONTEBELLA (FR)","Jamie Snowden",,,,,,,,,,132,,
"LA FERVEUR (GB)",2022,FILLY,"GHAIYYATH (IRE)","IMPULSION (IRE)",,75,,,,,,,,,,,
"LA FLEUR PETRUS (USA)",2021,FILLY,"STREET BOSS (USA)","CHEVAL BLANCHE (USA)",,59,,,,,,,,,,,
"LA FUERZA (IRE)",2024,GELDING,"CHURCHILL (IRE)","SPANISH INTENT (GB)","Simon & Ed Crisford",80,,,,,,,,,,,
"LA HIGUERA (IRE)",2019,GELDING,"WALK IN THE PARK (IRE)","OMYN SUPREME (IRE)","Toby Lawes",,,,,,,,,,103,,
"LA KOSMOS (GB)",2023,FILLY,"TWILIGHT SON (GB)","COSMEA (GB)","Alan King",57,,,,,,,,,,,
"LA LOLITA (FR)",2021,FILLY,"TUNIS (POL)","VEGA DE BEAUMONT (FR)","Gary Hanmer",,,,,,,,,,95,,
"LA LUNA ARTISTA (FR)",2022,FILLY,"SPANISH MOON (USA)","PERLEFINE (FR)","Mrs Jane Williams",,,,,,,,,,125,,
"LA LUNITA (GB)",2022,FILLY,"MOHAATHER (GB)","BUTTON MOON (IRE)",,26,,,,,,,,,,,
"LA MARIPOSA (GB)",2023,FILLY,"ZOUSTAR (AUS)","TOY THEATRE (GB)","P. Charalambous & J. Clutterbuck",64,,,,,,,,,,,
"LA MARQUISE (FR)",2020,FILLY,"BEAUMEC DE HOUELLE (FR)","MANHATTAN PRINCESS (GB)","Jamie Snowden",,,,,,,,,,110,,
"LA PEREGRINA (GB)",2023,GELDING,"SEA THE STARS (IRE)","PINK PEARL (GB)","Ed Walker",73,,,,,,,,,,,
"LA PINSONNIERE (FR)",2020,FILLY,"BEAUMEC DE HOUELLE (FR)","RIA MENINA (FR)","Nicky Henderson",,,,,,,124,,,127,,
"LA QUARITE (FR)",2020,GELDING,"SEAHENGE (USA)","ETOILE DE KERFELEC (FR)","Mickey Bowen",,,,,,,91,,,,,
"LA ROCHETTE (FR)",2021,FILLY,"TORNIBUSH (IRE)","BYBURG (FR)",,53,,,,,,,,,,,
"LA SCANDERBEIDE (IRE)",2022,FILLY,"FASTNET ROCK (AUS)","SARROCCHI (IRE)",,75,,,,,,,,,,,
"LA TOSCA (GB)",2023,FILLY,"AUSTRALIA (GB)","LILLIAN RUSSELL (IRE)",,57,,,,,,,,,,,
"LA TRINIDAD (GB)",2017,GELDING,"BATED BREATH (GB)","HIGH DRAMA (IRE)",,89,,,,,,,,,,,
"LA TRINITE (GB)",2022,FILLY,"TIME TEST (GB)","SILKEN OCEAN (GB)","Neil King",48,,,,,,,,,,,
"LA VISH (FR)",2021,GELDING,"DESINVOLTE (FR)","CONTER FLEURETTE (FR)","Sarah Hollinshead",,,,,,,,,,105,,
"LA ZOUBIDA (FR)",2020,FILLY,"AUTHORIZED (IRE)","TITI JOLIE (FR)","Nicky Richards",,,,,,,,,,115,,
"LAAFY (USA)",2016,GELDING,"NOBLE MISSION (GB)","MINER'S SECRET (USA)","Brian Ellison",83,,,,,,,,,,,
"LABICHE (GB)",2023,GELDING,"TASLEET (GB)","LABISE (IRE)","James Owen",50,,,,,,,,,,,
"LACRIMA (FR)",2021,GELDING,"VOILADENUO (FR)","VIE ROYALE (FR)","Nick Scholfield",,,,,,,108,,,108,,
"LADDIE COOPER MIA (IRE)",2020,FILLY,"DIAMOND BOY (FR)","THELUNARSCHOONER (IRE)","Adam Nicol",,,,,,,,,,75,,
"LADIAPUR (GB)",2023,FILLY,"SHOWCASING (GB)","THE WAGON WHEEL (IRE)",,58,,,,,,,,,,,
"LADIES DAY (IRE)",2021,FILLY,"YEATS (IRE)","MARYANN (IRE)","Tom Ellis",,,,,,,,,,113,,
"LADRONNE (FR)",2014,GELDING,"LINDA'S LAD (GB)","WORLDETA (FR)","Joel Parkinson & Sue Smith",,,,,,,120,,,110,,
"LADY AIYANA (GB)",2022,FILLY,"TIME TEST (GB)","MILFORD SOUND (GB)","Mrs Ilka Gansera-Leveque",46,+1,,,,,,,,,,
"LADY AVA (IRE)",2021,FILLY,"NEW BAY (GB)","LADYSIY (FR)",,42,,,,,,,,,,,
"LADY BABS (GB)",2014,FILLY,"MALINAS (GER)","JONTYS'LASS (GB)","Andrew Crook",,,,,,,,,,91,,
"LADY BEE GREAT (IRE)",2019,FILLY,"FLEMENSFIRTH (USA)","MISS MITCH (IRE)","Matt Sheppard",,,,,,,,,,98,,
"LADY BIRGMA (IRE)",2023,FILLY,"SHAMAN (IRE)","BEST NEW SHOW (IRE)",,42,,,,,,,,,,,
"LADY BLACKMORE (FR)",2021,FILLY,"BATHYRHON (GER)","PENNSYLVANIE (FR)","Alastair Ralph",,,,,,,,,,81,,
"LADY BLANCHE (IRE)",2024,FILLY,"PERSIAN FORCE (IRE)","HAWAFEZ (IRE)","K. R. Burke",80,,,,,,,,,,,
"LADY BOUQUET (GB)",2021,FILLY,"LAND FORCE (IRE)","LOULOU BELLINI (GB)","Philip Kirby",44,,,,,,,,,,,
"LADY BRANKSOME (IRE)",2024,FILLY,"SAXON WARRIOR (JPN)","BE MINDFUL (IRE)","Michael Bell",76,,,,,,,,,,,
"LADY BRITAIN (GB)",2023,FILLY,"TOO DARN HOT (GB)","MEXICAN SONG (IRE)","Ismail Mohammed & Jose Santos",71,,,,,,,,,,,
"LADY BUTTERCUP (GB)",2020,FILLY,"DARTMOUTH (GB)","COWSLIP (GB)",,46,,,,,,,,,76,,
"LADY CARO (IRE)",2018,FILLY,"SOLDIER OF FORTUNE (IRE)","SPRINGINHERSTEP (IRE)","Emma Lavelle",,,,,,,,,,100,,
"LADY CAROLINE LAMB (GB)",2024,FILLY,"STUDY OF MAN (IRE)","AVENTURIERE (GB)","Charlie Johnston",79,+2,collateral,,,,,,,,,
"LADY DAPPLE ROSE (IRE)",2021,FILLY,"KINGSTON HILL (GB)","MY VIKING BAY (IRE)","Ben Pauling",,,,,,,,,,94,,
"LADY DELILA (IRE)",2020,FILLY,"THE GURKHA (IRE)","THE NIGHT LADY (GB)","Patrick Morris",45,,,,,,,,,,,
"LADY DORA MAE (IRE)",2023,FILLY,"SPACE BLUES (IRE)","MOLL DAVIS (IRE)","George Boughey",97,+2,,,,,,,,,,
"LADY DUBLIN (GB)",2024,FILLY,"ARDAD (IRE)","INCREASING (IRE)","Ollie Pears",75,,,,,,,,,,,
"LADY FIZZ (GB)",2023,FILLY,"EXPERT EYE (GB)","SEA OF MARMOON (GB)","Ismail Mohammed & Jose Santos",55,,,,,,,,,,,
"LADY FORTUNE (IRE)",2020,FILLY,"SOLDIER OF FORTUNE (IRE)","TOPLESS (IRE)",,,,,,,,,,,83,,
"LADY GORMIRE (IRE)",2023,FILLY,"LOPE DE VEGA (IRE)","LADY OF DUBAI (GB)","Michael Dods",68,,,,,,,,,,,
"LADY GREY (GB)",2023,FILLY,"HAVANA GREY (GB)","NOBLE QUEEN (GB)","Tim Easterby",44,,,,,,,,,,,
"LADY HARRIETT (GB)",2019,FILLY,"BLACK SAM BELLAMY (IRE)","MATROW'S LADY (IRE)","Mickey Bowen",,,,,,,72,,,72,,
"LADY HORNBLOWER (GB)",2023,FILLY,"BATED BREATH (GB)","TIME FOR A TOOT (IRE)","Jedd O'Keeffe",62,-2,,,,,,,,,,
"LADY IN THE PARK (IRE)",2018,FILLY,"WALK IN THE PARK (IRE)","EMILY'S FLYER (IRE)","Lucinda Russell & Michael Scudamore",,,,,,,109,,,104,,
"LADY IRIS (FR)",2021,FILLY,"GREAT PRETENDER (IRE)","ATHINEA (FR)",,,,,,,,,,,90,,
"LADY JAGO (IRE)",2019,FILLY,"GETAWAY (GER)","CLARA MC CLOUD (IRE)",,,,,,,,95,,,,,
"LADY JUSTICE (GB)",2022,FILLY,"WITHOUT PAROLE (GB)","BALANCE (GB)",,55,,,,,,,,,,,
"LADY KAMEKO (GB)",2022,FILLY,"KAMEKO (USA)","LADY DRAGON (IRE)","Simon Pearce",50,,,,,,,,,,,
"LADY KARA (GB)",2021,FILLY,"KAPGARDE (FR)","KARALEE (FR)","Dr Richard Newland",,,,,,,110,,,112,,
"LADY KODIAC (IRE)",2023,FILLY,"KODIAC (GB)","SHY ANGEL (GB)","James Tate",84,,,,,,,,,,,
"LADY LA FAY (IRE)",2021,FILLY,"CAMELOT (GB)","AJAADAT (GB)",,82,,,,,,,,,,,
"LADY LAUREN (IRE)",2023,FILLY,"NEW BAY (GB)","QUEENHOPE (FR)","Ed de Giles",43,,,,,,,,,,,
"LADY LUCKY VEGAS (IRE)",2023,FILLY,"LUCKY VEGA (IRE)","EQUANIMITY (IRE)",,49,,,,,,,,,,,
"LADY MAGIC (FR)",2021,FILLY,"MAGICIAN (IRE)","QUEEN BERTINAIE (FR)","Tom Symonds",,,,,,,,,,110,,
"LADY MAGU (GB)",2023,FILLY,"SEA THE MOON (GER)","MARY ELISE (IRE)","Roger Varian",83,,,,,,,,,,,
"LADY MANZOR (GB)",2022,FILLY,"ALMANZOR (FR)","MONTJEU'S LADY (GB)","Amanda Perrett",73,,,,,,,,,,,
"LADY MARGRET (IRE)",2022,FILLY,"WALDGEIST (GB)","SAMARA MARA (IRE)","Tony Carroll",45,-1,,,,,,,,,,
"LADY MARIKO (GB)",2022,FILLY,"KAMEKO (USA)","ASHADIHAN (GB)","Dylan Cunha",73,-2,,,,,,,,,,
"LADY MCC (IRE)",2022,FILLY,"LE HAVRE (IRE)","SONA (GB)","Daniel Steele",65,,,,,,,,,,,
"LADY MILTON (GB)",2023,FILLY,"A'ALI (IRE)","ROSALIE BONHEUR (GB)","Jonathan Portman",73,,,,,,,,,,,
"LADY OF ANDROS (GB)",2022,FILLY,"ARDAD (IRE)","BADWEIA (USA)",,84,,,,,,,,,,,
"LADY OF ARABIA (GB)",2020,FILLY,"POET'S WORD (IRE)","ARABIAN MUSIC (IRE)",,82,,,,,,,,,,,
"LADY OF CHIVALRY (IRE)",2022,FILLY,"ZOUSTAR (AUS)","CARIDADE (USA)","Patrick Chamings",54,,,,,,,,,,,
"LADY OF CLOVER (IRE)",2023,FILLY,"KODI BEAR (IRE)","LUCKY SISTER (IRE)","George Scott",52,,,,,,,,,,,
"LADY OF HONOUR (GB)",2023,FILLY,"BUNGLE INTHEJUNGLE (GB)","SOCIETY GUEST (IRE)",,41,,,,,,,,,,,
"LADY OF KILLARNEY (GB)",2022,FILLY,"SERGEI PROKOFIEV (CAN)","INFINITE GRACE (GB)","Simon Hodgson",26,,,,,,,,,,,
"LADY OF THE GARR (IRE)",2021,FILLY,"MEHMAS (IRE)","CARSULAE (IRE)",,47,,,,,,,,,,,
"LADY OF THE ISLES (IRE)",2022,FILLY,"MAKE BELIEVE (GB)","LADY OF THE COURT (IRE)","Heather Main",50,,,,,,,,,,,
"LADY PHOEBE (IRE)",2021,FILLY,"PHOENIX OF SPAIN (IRE)","BEST BE CAREFUL (IRE)","Adam Nicol",55,,,,,,,,,84,,
"LADY RIDGEWOOD (GB)",2022,FILLY,"NATHANIEL (IRE)","JOSHUA'S PRINCESS (GB)","Ian Williams",75,,,,,,,,,,,
"LADY ROISIA (GB)",2023,FILLY,"ST MARK'S BASILICA (FR)","TALENT (GB)","Ralph Beckett",90,,,,,,,,,,,
"LADY ROSALIND (GB)",2024,FILLY,"STARMAN (GB)","LAMBETH WALK (GB)","William Haggas",75,,,,,,,,,,,
"LADY ROXBY (GB)",2022,FILLY,"KING OF CHANGE (GB)","M'SELLE (IRE)","Michael Herrington",79,,,,,,,,,,,
"LADY SONATA (GB)",2022,FILLY,"SERGEI PROKOFIEV (CAN)","LITTLE LADY KATIE (IRE)",,42,,,,,,,,,,,
"LADY TADITA (GB)",2021,FILLY,"MASTERSTROKE (USA)","FABRIKA (GB)","Jamie Snowden",,,,,,,,,,119,,
"LADY V (IRE)",2023,FILLY,"SUPREMACY (IRE)","KADRA (IRE)","Charlie Pike",49,,,,,,,,,,,
"LADY VANGUARD (GB)",2023,FILLY,"LOPE DE VEGA (IRE)","OVER ALL (IRE)",,55,,,,,,,,,,,
"LADY VIVIAN (IRE)",2022,FILLY,"CAMELOT (GB)","CEOL AN GHRA (IRE)","Ralph Beckett",99,,,,,,,,,,,
"LADY WINGALONG (IRE)",2019,FILLY,"MASTERCRAFTSMAN (IRE)","HAWK EYED LADY (IRE)",,73,,,,,,,,,,,
"LADY YOUMZAIN (IRE)",2023,FILLY,"HELLO YOUMZAIN (FR)","LEADING QUEEN (IRE)","Kevin Ryan",96,,,,,,,,,,,
"LADYKIRK (IRE)",2023,FILLY,"BLUE POINT (IRE)","COPPLESTONE (IRE)","Jane Chapple-Hyam",82,+8,,,,,,,,,,
"LAFFER CURVE (GB)",2021,FILLY,"JACK HOBBS (GB)","MARTILOO (FR)",,,,,,,,98,,,,,
"LAGANHILL (GB)",2018,GELDING,"KAYF TARA (GB)","NO PUSHOVER (GB)","Henry Daly",,,,,,,124,,,,,
"LAGONDA (GB)",2015,FILLY,"GREAT PRETENDER (IRE)","LAGO D'ORO (GB)",,,,,,,,105,,,,,
"LAGUNA BEACH (FR)",2021,GELDING,"BLUE BRESIL (FR)","ULSTER NOIRE (FR)","Nicky Henderson",,,,,,,,,,126,,
"LAHAN KINGMAN (IRE)",2023,FILLY,"KINGMAN (GB)","FABULIST (GB)","Richard Hughes",71,,,,,,,,,,,
"LAHINA BAY (IRE)",2020,FILLY,"CRACKSMAN (GB)","SERENDIPITOUSLY (IRE)","Rachel Cook & John Bridger",57,+1,,,,,,,,,,
"LAHIRE (FR)",2020,GELDING,"BORN TO SEA (IRE)","ARRIVEDERLA (IRE)",,54,,,,,,,,,84,,
"LAIRY MARY (GB)",2024,FILLY,"TASLEET (GB)","FANTALOPE (GB)","Tim Easterby",58,,,,,,,,,,,
"LAKE COMO (IRE)",2023,GELDING,"ST MARK'S BASILICA (FR)","STEP SEQUENCE (GB)","George Boughey",87,,,,,,,,,,,
"LAKE FOREST (GB)",2021,GELDING,"NO NAY NEVER (USA)","LADY AQUITAINE (USA)","William Haggas",118,,,,,,,,,,,
"LAKE MURITZ (GB)",2024,FILLY,"OASIS DREAM (GB)","MURITZ (GB)","Tim Easterby",78,,,,,,,,,,,
"LAKE TIBERIAS (IRE)",2020,GELDING,"DIAMOND BOY (FR)","SEA OF GALILEE (GB)",,,,,,,,,,,96,,
"LAKEFIELD FLYER (IRE)",2018,GELDING,"AFFINISEA (IRE)","HOBSON'S CHOICE (IRE)","Fergal O'Brien",,,,,,,109,new,,98,new,
"LAKERS (IRE)",2022,GELDING,"PINATUBO (IRE)","NAMHROODAH (IRE)","Kevin Philippart de Foy",94,,,,,,,,,,,
"LAKOTA CHIEF (IRE)",2023,GELDING,"SIOUX NATION (USA)","LOVELOCKS (IRE)","Archie Watson",62,,,,,,,,,,,
"LAM YAI (IRE)",2023,FILLY,"LUCKY VEGA (IRE)","ONE SPIRIT (IRE)","K. R. Burke",96,new,,,,,,,,,,
"LAMLASH (GB)",2022,GELDING,"MASSAAT (IRE)","MRS DISCOMBE (GB)","Joe Tickle",36,,,,,,,,,,,
"LAMLASH BAY (GB)",2023,GELDING,"HARRY ANGEL (IRE)","INAGH RIVER (GB)","Michael & David Easterby",64,-2,,,,,,,,,,
"LANARRA (IRE)",2023,FILLY,"FAR ABOVE (IRE)","SHUSHU SUGARTOWN (IRE)","R. Mike Smith",48,,,,,,,,,,,
"LANCE LES DES (FR)",2019,GELDING,"GRIS DE GRIS (IRE)","MACARA (GER)","N. W. Alexander",,,,,,,,,,110,,
"LANCIER DES OBEAUX (FR)",2021,GELDING,"CLOVIS DU BERLAIS (FR)","LAGARDE DES OBEAUX (FR)","Laura Horsfall",,,,,,,,,,68,,
"LAND GIRL'S LUCK (IRE)",2019,FILLY,"WORKFORCE (GB)","ISITYOURSELF (IRE)","Max Comley",,,,,,,97,,,97,,
"LAND OF MAGIC (GB)",2021,FILLY,"LAND FORCE (IRE)","KELOWNA (IRE)","Rachel Cook & John Bridger",69,,,,,,,,,,,
"LAND OF PUNT (IRE)",2021,GELDING,"WESTERNER (GB)","OUR VALENTINA (IRE)","Tom Lacey",,,,,,,,,,97,,
"LANDEN CALLING (IRE)",2016,GELDING,"WATAR (IRE)","GILL HALL LADY (GB)",,,,,,,,115,,,,,
"LANDLORDTOTHESTARS (IRE)",2020,GELDING,"CITY OF LIGHT (USA)","DREAM (USA)","James Evans",69,,,,,,,,,,,
"LANDSLIDE (GB)",2023,GELDING,"TERRITORIES (IRE)","SERAMINDAR (GB)","Michael Blake",57,,,,,,,,,,,
